age,ind,baplus,topincome
27,2980,0,NA
38,9170,1,NA
32,6970,0,NA
44,3390,0,NA
48,3390,1,1
40,4590,0,NA
66,7970,1,1
32,7670,0,NA
38,7380,0,NA
45,2370,0,NA
54,9370,1,1
57,3570,0,NA
51,7071,1,NA
58,8561,0,NA
50,6970,0,1
47,7280,1,1
57,9380,0,NA
48,1370,1,NA
59,2570,0,NA
35,8191,0,NA
52,7380,1,1
70,4971,0,1
44,7370,1,1
46,7380,0,1
28,770,0,NA
40,8370,1,1
54,7870,1,NA
25,4795,0,NA
32,3390,0,1
50,3390,1,1
48,4770,0,NA
41,9470,0,NA
37,7280,0,1
61,7380,1,1
32,6695,0,1
70,8660,1,NA
33,7380,1,1
52,7071,0,NA
67,7970,1,1
46,7380,1,NA
70,7570,1,NA
63,3580,1,1
44,7970,1,1
38,9470,1,NA
52,770,0,NA
55,3365,1,1
51,4195,1,1
43,6490,1,NA
30,5580,0,NA
52,7580,1,1
35,6672,0,1
40,3580,0,NA
43,7870,1,1
63,7470,0,NA
50,6970,1,1
57,6890,0,1
49,7380,1,1
60,7860,1,NA
30,6672,0,1
45,7071,0,1
38,6890,1,1
54,7570,0,NA
57,6890,1,NA
51,4795,1,NA
47,7380,1,1
46,7460,1,1
44,7380,0,1
54,7860,1,NA
50,6070,0,1
41,6890,0,1
37,3390,1,1
43,2180,1,NA
54,7270,1,1
54,7870,1,NA
37,7470,0,NA
38,7280,0,1
45,3365,1,1
36,6695,0,1
33,6570,0,NA
47,7380,1,1
50,3980,1,1
51,6670,1,NA
43,6570,0,NA
35,7390,1,NA
26,6490,1,NA
31,7870,0,NA
53,7780,1,NA
44,6780,0,NA
51,7380,1,1
44,770,0,NA
29,7870,1,NA
55,8191,1,NA
53,6070,1,NA
61,1070,0,1
42,6570,0,NA
43,7270,1,1
50,4795,1,1
45,8563,0,1
60,7470,1,NA
36,8680,0,NA
32,8191,1,1
39,6695,0,1
52,7380,1,1
58,3580,1,NA
45,7570,1,1
49,6670,1,1
47,3390,1,1
44,3960,1,NA
49,7380,0,1
33,9380,0,NA
34,7270,1,1
48,7590,0,NA
35,7860,1,NA
38,7380,1,NA
54,3390,1,1
61,6970,1,1
36,7380,1,1
39,770,1,NA
26,7460,1,NA
31,770,0,NA
52,6890,1,1
27,4795,0,NA
45,7690,1,NA
33,7380,0,NA
62,2190,0,NA
31,6890,0,1
64,2270,0,1
31,7071,0,1
49,7680,0,NA
43,7380,1,1
53,7290,1,NA
59,7380,0,1
54,3580,0,NA
64,7071,0,NA
54,6970,1,1
51,7870,1,NA
29,6672,0,1
58,7380,0,NA
30,7071,0,NA
68,3390,1,NA
46,6570,1,1
46,1370,0,NA
50,8563,0,1
63,7071,1,1
33,8590,0,NA
53,3960,0,1
31,7380,1,NA
40,7181,0,1
40,6672,1,1
53,7380,0,1
48,7470,1,1
59,770,0,NA
31,4470,0,NA
46,7380,0,1
54,6970,0,NA
52,7590,1,NA
41,8590,0,NA
61,6970,0,1
33,7071,0,1
49,770,0,1
33,7181,0,NA
31,7380,0,NA
52,770,1,NA
46,3390,1,1
50,7590,0,NA
39,2370,1,1
49,6570,0,1
46,7380,1,1
50,6570,1,NA
32,7270,0,NA
70,7970,1,NA
34,7460,1,NA
26,8590,0,NA
52,9370,0,NA
47,6880,1,NA
58,7270,1,1
62,2190,0,NA
50,6070,0,1
40,6970,1,1
29,7270,1,1
41,8191,1,1
41,7280,1,1
53,7670,0,1
60,4770,0,NA
42,6870,0,1
55,7490,0,1
32,6970,0,NA
40,6970,1,1
33,6490,0,NA
46,7870,1,NA
49,7890,1,1
59,7860,1,NA
33,7072,0,NA
29,7470,0,NA
30,7380,0,1
44,2070,1,1
47,6870,1,1
70,7270,1,1
57,1280,0,1
51,7870,1,1
35,6970,1,1
43,6970,0,NA
26,7390,0,NA
62,8370,1,NA
38,5593,1,1
57,6970,0,1
46,7860,1,NA
57,3580,1,1
63,7270,1,1
37,8370,0,NA
54,8563,1,1
38,6695,1,1
57,8191,1,1
47,2190,1,1
44,6190,0,1
30,7870,1,NA
48,6870,0,NA
43,3370,0,NA
37,6970,1,1
26,770,1,NA
58,3580,0,NA
41,4470,1,NA
25,8660,0,1
40,6672,1,1
48,5170,0,1
35,8191,1,1
33,6672,0,1
39,8191,0,NA
55,7870,1,1
38,7270,1,1
57,3365,1,1
44,3960,0,1
64,7270,1,1
34,6780,0,1
40,6970,0,1
50,6970,0,1
59,8191,1,1
54,3380,1,1
63,2880,0,NA
47,4470,1,1
54,7270,0,1
59,9160,0,NA
40,6870,0,1
54,6890,0,NA
47,7270,1,NA
33,7580,1,NA
57,6880,0,1
57,6970,1,1
55,6970,0,1
41,7860,1,NA
60,7290,1,NA
47,4795,1,NA
47,6890,0,1
58,6570,1,1
45,3390,1,1
60,7970,0,1
30,6991,0,NA
27,7290,0,NA
42,7380,0,1
30,9160,0,NA
46,7380,1,1
54,3580,0,NA
25,7870,1,NA
58,3960,0,1
64,7290,0,1
68,7270,1,1
40,3370,0,1
51,2190,1,NA
60,6970,0,1
55,3390,1,1
48,7181,0,1
57,6870,0,NA
52,6991,0,NA
45,6670,0,NA
43,770,0,NA
42,6890,1,1
33,7072,0,NA
49,6672,0,1
68,7460,1,1
36,5080,1,NA
29,7580,1,NA
61,8191,1,1
53,7270,1,1
55,7380,0,1
68,8191,0,NA
34,4971,0,NA
48,8180,0,1
34,7380,0,NA
31,9470,0,NA
66,6970,0,1
49,6780,0,1
43,6970,1,1
59,7290,1,NA
51,1990,0,NA
35,6672,0,NA
60,7380,0,NA
61,8370,1,1
70,9170,0,1
56,7390,1,1
41,7860,1,NA
64,6870,0,NA
59,6991,0,1
28,3580,0,NA
25,8680,0,NA
30,9470,0,NA
35,6672,0,1
55,7380,1,NA
52,6672,1,1
43,3390,0,1
31,7860,0,NA
51,7670,0,1
35,3390,0,1
36,7290,0,NA
57,4370,1,NA
39,6570,0,NA
49,7071,1,1
41,7290,0,1
37,6991,0,NA
29,7870,1,NA
65,7380,1,NA
33,4380,0,1
25,7470,0,NA
33,8590,0,NA
36,7470,0,NA
61,8191,1,1
34,6970,0,1
60,6870,0,1
59,7570,1,1
63,7380,0,NA
45,6991,1,1
46,6170,0,NA
59,2190,1,1
39,8080,1,NA
43,3390,0,1
44,3390,1,NA
43,6672,0,1
60,7870,1,NA
40,7380,0,1
70,7460,0,1
57,6672,1,1
52,7970,1,1
56,6490,0,1
55,8590,0,1
49,7970,1,1
31,570,0,NA
41,6570,1,1
42,6490,0,NA
66,7860,1,NA
33,6695,0,1
58,6870,1,1
63,1280,0,NA
42,3380,1,NA
40,6672,1,1
47,9570,1,1
27,7860,1,NA
34,8191,1,1
51,9470,1,NA
49,9870,1,NA
63,8090,1,1
70,2880,1,NA
65,7470,0,NA
43,7460,0,NA
43,7071,0,1
35,7380,0,1
54,770,0,NA
31,9670,0,NA
28,6695,1,1
51,3390,1,1
57,5080,0,1
63,6970,1,1
47,3390,1,1
39,6480,0,1
56,7290,1,NA
34,9390,1,NA
59,770,1,1
37,9370,0,NA
32,6672,0,1
65,9370,1,NA
65,7870,1,1
40,7270,1,NA
58,7790,1,NA
33,7870,0,NA
55,1370,0,1
38,8590,1,NA
34,8191,1,1
54,2070,1,NA
41,7380,0,NA
48,6991,0,NA
70,3370,0,1
36,9480,0,NA
62,8191,1,1
54,6670,0,NA
35,7380,1,1
51,6890,1,1
42,8590,1,NA
58,8590,0,NA
36,8790,0,NA
33,7380,0,1
69,3390,0,1
48,6070,0,NA
69,8590,0,NA
57,6070,1,1
49,7970,1,1
63,8680,1,NA
60,7390,1,1
46,7460,1,NA
49,6970,1,NA
36,7870,1,1
43,3960,1,NA
29,3291,0,NA
33,6380,0,NA
64,9370,1,NA
37,7870,0,NA
50,7970,1,1
53,7580,0,NA
48,4170,1,NA
47,7470,1,1
52,6390,0,1
35,7870,0,NA
45,9470,0,NA
56,8080,0,1
35,9470,0,NA
50,7490,0,NA
57,8180,1,1
57,7290,1,NA
64,7870,1,1
52,6970,0,1
66,8590,0,NA
52,3580,1,1
63,770,0,1
54,7390,1,1
35,5275,0,NA
47,6380,1,NA
52,7270,1,1
70,7870,1,NA
31,3390,0,NA
64,4590,1,NA
39,7380,0,1
33,4170,0,1
47,8191,0,1
57,7270,1,1
38,7270,0,1
26,7380,0,NA
44,6672,1,1
57,3960,1,1
40,8370,1,NA
28,6992,0,NA
36,7380,1,1
51,7270,1,1
40,6672,1,NA
47,7460,0,NA
45,7870,0,1
61,7380,0,1
43,6490,1,1
47,4195,0,NA
35,7860,0,NA
70,7072,0,NA
67,6991,0,NA
48,7380,0,1
61,7870,1,1
67,8191,1,NA
39,8090,1,NA
58,6490,1,1
63,8680,0,NA
25,8680,0,NA
58,7590,0,1
39,7380,1,NA
50,7460,1,1
33,9690,0,NA
53,7270,1,1
59,6870,1,1
43,3970,1,NA
33,7181,0,1
29,7380,0,NA
67,7071,0,1
36,4670,0,NA
55,1090,1,1
40,3390,0,NA
48,7380,1,1
36,7690,0,NA
47,4080,0,1
57,8090,1,NA
54,6991,0,1
51,6890,0,1
57,8660,0,NA
56,6570,0,1
25,8080,0,NA
39,7460,0,NA
27,770,0,NA
56,4195,0,1
48,6890,0,1
51,6670,0,1
57,6880,0,NA
28,6870,0,NA
28,7380,0,1
39,7290,0,NA
35,8090,1,1
56,7480,1,1
47,7380,1,1
52,7980,1,1
64,3980,0,NA
62,7460,1,1
45,4670,0,1
38,8191,1,1
31,7870,1,NA
58,8191,0,NA
27,8590,0,NA
50,8080,0,NA
37,7380,1,NA
59,7570,1,NA
53,6970,1,1
42,7970,1,1
33,7860,0,NA
55,3390,1,1
29,7380,1,NA
67,7270,1,1
64,3960,0,1
34,8680,1,NA
58,7970,1,1
37,6672,1,1
40,6970,0,1
62,6970,1,1
41,8090,1,1
61,7270,1,NA
35,5370,0,NA
31,7071,1,1
62,7870,0,NA
47,6690,0,1
64,2190,1,1
69,7970,1,1
35,5790,0,NA
58,6970,1,1
38,6970,1,1
30,3580,1,NA
62,8191,1,1
58,7390,1,1
43,6672,1,1
58,7860,0,NA
50,6480,0,NA
46,3390,0,1
31,7380,1,1
60,3980,0,1
55,7071,1,1
47,7870,1,1
27,9680,0,NA
43,4670,0,1
49,7270,1,1
49,6670,1,NA
33,3960,1,NA
42,6870,0,1
29,7860,0,NA
38,770,0,NA
40,7290,1,NA
43,3390,0,NA
32,7580,1,1
39,7970,1,1
33,7270,1,1
46,6672,1,1
43,3580,0,NA
41,7380,1,NA
48,6380,1,NA
31,7071,0,NA
64,6991,1,NA
52,7270,1,1
45,570,1,1
53,7280,0,1
51,3365,0,NA
50,7071,0,1
45,7570,0,1
36,4170,0,NA
52,6992,0,1
54,3365,1,NA
62,7390,0,NA
43,6090,0,NA
54,6570,0,1
46,8660,0,NA
66,7870,1,NA
42,6672,1,NA
27,9160,0,NA
37,3580,0,NA
47,5593,1,1
46,7970,1,1
50,6480,0,1
52,7380,0,1
66,590,1,NA
27,6672,0,1
59,4170,0,1
37,6870,0,NA
48,8191,1,NA
52,6870,1,NA
28,770,0,NA
60,2290,1,1
53,9590,1,NA
53,9470,0,NA
49,7380,0,1
61,8192,0,NA
41,490,1,NA
62,9470,1,NA
47,2980,1,1
56,7670,0,NA
61,7670,0,NA
52,2190,1,1
53,6672,1,1
60,7870,1,1
66,7270,1,1
36,6870,0,NA
58,3390,1,1
35,7380,1,1
53,3960,0,NA
45,3960,0,1
48,6490,0,1
49,7380,0,1
41,7380,0,1
56,7860,0,NA
48,7980,1,NA
59,7860,1,NA
61,3580,0,1
49,4265,0,NA
61,3380,0,NA
61,4570,0,1
27,7860,1,NA
54,6970,0,1
26,6570,0,NA
67,8590,0,NA
41,6870,1,1
57,9160,0,NA
66,3580,0,NA
26,7860,0,NA
39,3960,0,NA
56,3570,1,NA
43,7071,0,NA
39,7290,1,NA
36,7870,1,NA
56,7690,0,1
31,6672,0,NA
58,7970,1,1
47,7690,0,NA
42,6672,0,1
39,7270,1,1
55,7380,1,1
45,8680,0,NA
62,1890,1,1
35,170,1,1
63,170,0,NA
51,7380,1,1
66,7390,0,NA
66,4470,1,NA
48,6970,0,1
56,8680,0,1
49,3960,0,1
49,770,0,1
33,5381,0,NA
46,3390,0,NA
45,7380,1,NA
47,6570,0,1
52,7280,0,1
31,6672,0,1
56,7780,0,1
59,7270,1,1
47,6890,1,1
26,9690,0,NA
50,770,0,1
52,3370,0,1
54,7270,1,1
62,3365,0,1
38,7380,0,1
40,6890,1,1
47,6670,0,1
37,770,1,1
32,5570,0,NA
26,7380,0,NA
26,7071,0,1
43,7380,1,1
53,8191,1,1
45,7380,1,1
49,6695,0,NA
43,6695,0,1
49,7270,1,1
50,570,1,1
28,6890,0,1
47,7370,1,NA
29,6070,0,NA
45,3570,1,NA
34,7071,1,1
44,6870,1,1
48,6890,1,1
65,2270,0,NA
49,9370,1,NA
62,7071,1,1
49,7780,1,NA
46,6890,0,1
40,6672,0,1
46,7490,0,NA
52,7071,0,1
62,3390,0,NA
46,6670,0,1
52,6672,1,1
55,7380,0,NA
59,770,0,1
62,7071,0,1
40,2190,1,NA
43,9490,1,NA
70,770,0,NA
62,3960,0,NA
44,7470,0,1
29,6695,0,1
41,8191,1,1
45,3390,1,1
46,8191,1,NA
43,7980,1,1
33,7380,1,1
27,7290,0,NA
42,7460,1,1
55,5790,0,1
47,6670,0,NA
54,2190,1,1
62,9380,1,1
39,7380,1,NA
61,1280,0,1
51,3490,0,1
53,7290,1,NA
48,6970,0,1
30,7860,0,NA
33,7780,0,NA
68,770,0,1
60,7870,0,NA
52,7380,0,1
46,6672,1,1
28,8180,0,NA
70,9160,0,NA
36,8191,1,1
64,770,0,1
33,7870,1,NA
47,6870,1,1
52,7270,1,1
62,2290,0,NA
42,6570,0,NA
50,7380,0,NA
38,7390,0,1
33,7860,0,NA
67,6070,0,NA
55,6991,0,1
56,7970,1,1
55,3370,1,1
48,7870,1,NA
42,7570,0,1
54,5593,1,1
47,7390,1,1
49,6070,0,NA
44,4470,0,1
41,6890,0,1
52,770,0,1
32,9590,1,NA
34,7380,0,1
63,3390,1,NA
35,6890,1,NA
43,7390,1,1
63,6070,0,1
35,8191,1,NA
26,7380,0,NA
31,6672,0,NA
49,6890,0,NA
39,7181,1,1
36,770,1,NA
39,770,0,NA
65,9470,0,1
35,8680,0,NA
40,7370,0,NA
59,8191,0,NA
47,6870,1,1
40,2190,1,1
35,5593,0,NA
41,6672,0,1
46,7380,0,NA
62,770,1,NA
36,7380,0,NA
39,7380,0,1
60,7380,1,1
30,7870,1,NA
58,7970,1,1
49,7870,1,1
56,7970,1,1
55,8191,1,NA
52,9590,0,NA
51,7460,1,NA
44,7870,1,1
53,7290,0,NA
55,4070,0,1
41,7870,1,NA
36,8563,0,1
62,7071,1,1
32,6570,0,NA
33,7870,1,NA
55,6490,0,1
37,7071,0,1
32,7890,0,NA
34,7380,1,NA
39,3390,0,1
69,7270,1,1
42,3390,1,1
36,6890,0,1
65,7970,1,1
26,9170,0,NA
40,3960,0,NA
39,7390,1,NA
50,3390,1,1
57,8980,0,NA
47,3365,1,1
57,7860,1,NA
34,6870,0,1
55,6570,0,1
58,3291,0,NA
54,8191,1,1
51,6290,1,NA
52,5170,0,1
30,6672,1,1
47,7470,1,NA
57,7870,1,1
65,3580,1,1
60,8191,1,1
48,7390,0,1
62,6890,1,NA
32,6672,0,1
61,6970,0,1
50,6570,1,1
60,7860,1,NA
42,5080,0,NA
36,8191,1,NA
48,3390,1,NA
49,7071,0,1
31,8680,0,NA
55,6970,0,1
32,7390,0,NA
36,3580,0,NA
50,7380,1,1
64,2280,0,1
35,7380,1,NA
50,7270,1,1
56,7970,1,NA
54,6570,1,1
45,7270,1,NA
50,6690,0,1
55,3390,1,1
40,7380,0,NA
54,3380,1,1
37,7390,0,NA
57,6070,1,1
53,6570,1,1
55,170,1,1
61,770,0,NA
58,3370,0,NA
61,7270,1,1
29,3580,1,NA
47,6670,1,1
39,7380,0,NA
57,3390,1,NA
33,9470,0,NA
48,7460,1,NA
51,7380,1,1
70,7460,1,1
46,7380,0,1
43,7870,1,NA
37,7590,0,NA
55,8191,1,1
62,3980,0,NA
55,3960,0,1
54,9480,1,1
57,6970,1,1
54,3390,1,NA
65,7270,1,1
65,7970,1,1
29,6672,0,1
27,7860,1,NA
33,7380,0,NA
35,9170,0,NA
37,670,0,NA
64,770,1,1
40,6991,0,1
27,6970,0,NA
43,4795,0,NA
32,8562,1,NA
41,770,0,1
26,770,0,NA
47,8090,1,1
64,3370,1,1
68,5580,0,NA
29,8370,0,NA
28,6290,0,NA
57,7870,0,NA
55,2190,0,1
68,2290,0,NA
41,6570,0,NA
44,2190,1,1
42,7390,0,NA
42,8690,0,NA
58,6991,0,1
50,7860,1,NA
57,7460,1,NA
70,7870,1,NA
62,6570,0,1
25,7870,0,NA
28,3365,0,1
66,6991,1,1
53,7460,1,1
42,6870,0,1
39,6970,0,1
47,8090,1,NA
52,3080,0,NA
31,8680,0,NA
25,6490,0,NA
36,6672,1,1
40,6672,0,1
35,7071,0,1
53,3960,0,NA
59,7290,0,1
58,7970,1,1
65,8370,1,1
48,1270,1,NA
58,6695,0,1
41,8191,1,1
45,7380,1,1
50,6780,0,NA
47,6970,1,1
51,6670,0,1
26,7860,0,NA
36,6991,1,1
33,7380,0,NA
70,7860,0,NA
38,7570,0,NA
66,4870,0,NA
55,770,1,1
34,4795,0,NA
42,3390,0,NA
42,7860,1,NA
65,4195,0,NA
53,5790,0,1
58,6672,1,1
60,7280,0,1
41,770,0,NA
67,8680,0,NA
55,8090,1,1
42,8590,0,NA
60,3980,0,1
51,8191,0,NA
36,3990,1,NA
63,7290,0,NA
41,6970,1,1
55,6992,0,1
59,4070,0,1
65,6870,1,NA
50,7270,1,1
54,7860,1,NA
39,7181,1,1
57,4870,0,1
66,7270,1,1
33,7870,1,NA
50,7870,1,NA
61,6992,1,1
36,8191,1,NA
46,7970,1,1
41,7270,1,1
58,7970,1,1
30,6770,0,NA
25,3960,0,NA
47,7270,1,1
55,7460,0,1
34,6670,0,1
32,4795,0,1
29,6672,0,1
31,9590,0,NA
48,6970,0,1
50,1280,0,NA
35,7380,1,NA
52,7890,1,NA
39,770,0,1
47,9160,0,NA
59,7870,1,NA
51,4170,1,1
38,6890,0,NA
56,4795,0,1
56,6870,0,1
48,1990,1,1
52,7071,1,NA
46,3490,1,1
58,7071,1,NA
68,3960,0,1
61,7970,1,1
30,8564,0,NA
54,7380,1,1
54,3990,0,NA
59,370,0,1
43,7860,1,NA
63,7860,1,NA
36,6672,1,NA
46,3390,0,1
54,7380,0,1
48,6970,0,1
26,8370,0,NA
55,8191,1,NA
39,7860,0,NA
43,7290,1,NA
49,6780,0,1
54,6680,0,NA
34,8770,1,NA
56,8563,0,NA
49,6870,0,1
62,7290,0,1
55,8191,1,1
37,3365,0,1
57,7470,0,1
30,4070,0,NA
29,7380,0,NA
33,9370,1,NA
58,590,1,NA
43,6970,0,1
34,6970,0,NA
26,7390,0,NA
27,8590,0,NA
41,6672,0,1
27,7870,0,NA
68,6992,0,1
30,7870,0,NA
49,4795,0,1
52,6672,1,NA
27,7970,1,NA
41,6992,1,1
44,6672,1,1
53,7970,1,1
69,4670,0,NA
56,7860,1,NA
41,8191,1,1
45,7270,1,1
51,6870,1,NA
50,5170,1,1
50,6070,0,1
57,3380,0,NA
55,7270,1,1
31,7380,1,NA
54,170,1,NA
36,7071,0,1
48,9370,1,NA
36,8680,0,NA
56,8563,0,1
56,2890,0,NA
56,8090,1,1
60,6970,0,NA
44,7290,0,NA
32,7270,1,NA
48,3390,0,1
36,6991,0,NA
60,9470,0,NA
48,7870,0,1
53,770,0,NA
53,4265,0,1
35,6390,1,NA
30,7390,1,1
34,3291,0,NA
57,7570,0,NA
38,6970,0,1
36,7460,1,1
47,7380,1,NA
51,6690,0,1
61,3390,1,NA
61,6970,0,1
51,3390,0,1
36,8191,1,1
42,6490,1,1
38,6695,1,1
38,7380,1,NA
35,7270,1,1
47,7380,1,NA
48,9470,1,1
52,6680,1,1
46,4070,0,NA
41,5593,1,NA
46,6070,1,1
53,6672,1,1
68,9170,1,1
42,7380,1,NA
62,7071,1,1
55,7460,1,1
52,6992,0,NA
51,8770,0,NA
52,7870,1,NA
57,7290,1,NA
66,7860,0,NA
70,3095,0,NA
36,5490,0,NA
49,4971,0,1
49,7580,0,1
51,6672,1,1
67,7270,1,1
64,4795,0,1
53,7970,0,1
37,3390,1,NA
45,3960,1,NA
46,4070,0,1
70,770,0,NA
47,6672,0,1
66,8191,1,1
67,6670,0,1
53,7860,1,NA
48,8191,1,1
69,7870,1,1
37,9370,1,NA
54,4795,0,1
50,7870,1,NA
55,7970,0,NA
56,3980,0,1
50,8191,0,NA
29,5570,0,NA
54,6970,1,1
68,4590,0,1
60,7380,0,NA
61,6870,0,NA
50,5593,1,NA
42,7071,0,1
40,4795,1,1
43,7270,1,NA
43,6991,0,NA
56,3960,1,1
50,7290,1,NA
57,7860,1,NA
37,3365,1,1
37,6490,0,NA
36,9470,1,NA
31,3960,1,NA
68,7970,1,1
44,7390,1,1
70,6870,1,1
53,3365,1,NA
61,7270,1,1
31,8191,0,NA
58,7290,0,1
56,7970,1,1
34,570,0,NA
50,7270,1,NA
44,7280,0,NA
52,3580,0,NA
46,2670,0,NA
65,7870,1,1
34,7970,1,1
65,7970,1,1
41,6690,0,1
45,3390,0,1
36,7380,1,1
67,6970,0,1
70,2370,1,NA
33,7390,0,1
49,770,0,NA
45,770,0,NA
37,6570,0,NA
60,3170,0,NA
44,7290,1,1
61,6870,0,1
43,3390,1,1
57,3470,0,NA
42,7380,0,NA
40,6970,0,1
57,7270,1,1
35,4795,0,1
52,6890,1,1
42,6870,1,1
62,7390,1,NA
42,7980,1,1
65,7970,1,1
39,6672,1,NA
63,7870,1,NA
57,7980,1,1
44,6870,0,NA
59,7270,1,1
36,770,1,NA
47,6991,1,1
44,5580,0,1
42,3365,1,1
37,770,0,NA
63,5391,1,1
49,6190,1,NA
42,8660,0,1
39,3580,1,NA
35,7380,0,NA
38,7860,1,NA
62,6890,1,1
59,670,0,1
48,6490,1,1
42,6672,1,1
64,7860,0,NA
28,9690,0,NA
68,4170,0,NA
37,7290,0,NA
48,3960,1,1
38,6890,0,1
55,4795,0,1
33,9190,0,NA
50,9480,0,NA
68,7270,1,1
40,3960,1,1
46,7380,0,1
50,8191,1,NA
36,7870,0,NA
42,8191,1,1
43,7490,0,1
34,6672,1,NA
57,7970,0,1
33,7860,1,NA
35,6970,1,1
